	City	zipcode	paymentfrequency	maturitydate	current_days_past_due	last_repayment_date	amount_at_risk
1014	12olki	19473	1271803.806	04/30/2024	669 days	2023-09-16	516352345.2359981
1015	12olki	19473	1271803.806	04/30/2024	639 days	2023-09-16	516352345.2359981
1016	12olki	19473	1271803.806	04/30/2024	608 days	2023-09-16	516352345.2359981
1017	12olki	19473	1271803.806	04/30/2024	577 days	2023-09-16	516352345.2359981
1018	12olki	19473	1271803.806	04/30/2024	549 days	2023-09-16	516352345.2359981
1019	12olki	19473	1271803.806	04/30/2024	518 days	2023-09-16	516352345.2359981
1020	12olki	19473	1271803.806	04/30/2024	488 days	2023-09-16	516352345.2359981
1021	12olki	19473	1271803.806	04/30/2024	457 days	2023-09-16	516352345.2359981
1022	12olki	19473	1271803.806	04/30/2024	427 days	2023-09-16	516352345.2359981
1023	12olki	19473	1271803.806	04/30/2024	396 days	2023-09-16	516352345.2359981
1024	12olki	19473	1271803.806	04/30/2024	365 days	2023-09-16	516352345.2359981
1025	12olki	19473	1271803.806	04/30/2024	335 days	2023-09-16	516352345.2359981
1026	12olki	19473	1271803.806	04/30/2024	304 days	2023-09-16	516352345.2359981
1027	12olki	19473	1271803.806	04/30/2024	274 days	2023-09-16	516352345.2359981
1028	12olki	19473	1271803.806	04/30/2024	243 days	2023-09-16	516352345.2359981
1029	12olki	19473	1271803.806	04/30/2024	212 days	2023-09-16	516352345.2359981
1030	12olki	19473	1271803.806	04/30/2024	184 days	2023-09-16	516352345.2359981
1031	12olki	19473	1271803.806	04/30/2024	153 days	2023-09-16	516352345.2359981
1032	12olki	19473	1271803.806	04/30/2024	123 days	2023-09-16	516352345.2359981
1033	12olki	19473	1271803.806	04/30/2024	92 days	2023-09-16	516352345.2359981
1034	12olki	19473	1271803.806	04/30/2024	62 days	2023-09-16	516352345.2359981
1035	12olki	19473	1271803.806	04/30/2024	31 days	2023-09-16	516352345.2359981
1036	12olki	19473	1271803.806	04/30/2024	0 days	2023-09-16	516352345.2359981
1037	12olki	19473	1271803.806	04/30/2024	-30 days	2023-09-16	516352345.2359981
1038	12olki	19473	1271803.806	04/30/2024	-61 days	2023-09-16	516352345.2359981
1039	12olki	19473	1271803.806	04/30/2024	-91 days	2023-09-16	516352345.2359981
1040	12olki	19473	1271803.806	04/30/2024	-122 days	2023-09-16	516352345.2359981
1041	12olki	19473	1271803.806	04/30/2024	-153 days	2023-09-16	516352345.2359981
1042	12olki	19473	1271803.806	04/30/2024	-182 days	2023-09-16	516352345.2359981
1043	12olki	19473	1271803.806	04/30/2024	-213 days	2023-09-16	516352345.2359981
1044	12olki	19473	1271803.806	04/30/2024	883 days	2023-10-16	553234655.609998
1045	12olki	19473	1271803.806	04/30/2024	852 days	2023-10-16	553234655.609998
1046	12olki	19473	1271803.806	04/30/2024	822 days	2023-10-16	553234655.609998
1047	12olki	19473	1271803.806	04/30/2024	791 days	2023-10-16	553234655.609998
1048	12olki	19473	1271803.806	04/30/2024	760 days	2023-10-16	553234655.609998
1049	12olki	19473	1271803.806	04/30/2024	730 days	2023-10-16	553234655.609998
1050	12olki	19473	1271803.806	04/30/2024	699 days	2023-10-16	553234655.609998
1051	12olki	19473	1271803.806	04/30/2024	669 days	2023-10-16	553234655.609998
1052	12olki	19473	1271803.806	04/30/2024	638 days	2023-10-16	553234655.609998
1053	12olki	19473	1271803.806	04/30/2024	607 days	2023-10-16	553234655.609998
1054	12olki	19473	1271803.806	04/30/2024	579 days	2023-10-16	553234655.609998
1055	12olki	19473	1271803.806	04/30/2024	548 days	2023-10-16	553234655.609998
1056	12olki	19473	1271803.806	04/30/2024	518 days	2023-10-16	553234655.609998
1057	12olki	19473	1271803.806	04/30/2024	487 days	2023-10-16	553234655.609998
1058	12olki	19473	1271803.806	04/30/2024	457 days	2023-10-16	553234655.609998
1059	12olki	19473	1271803.806	04/30/2024	426 days	2023-10-16	553234655.609998
1060	12olki	19473	1271803.806	04/30/2024	395 days	2023-10-16	553234655.609998
1061	12olki	19473	1271803.806	04/30/2024	365 days	2023-10-16	553234655.609998
1062	12olki	19473	1271803.806	04/30/2024	334 days	2023-10-16	553234655.609998
1063	12olki	19473	1271803.806	04/30/2024	304 days	2023-10-16	553234655.609998
1064	12olki	19473	1271803.806	04/30/2024	273 days	2023-10-16	553234655.609998
1065	12olki	19473	1271803.806	04/30/2024	242 days	2023-10-16	553234655.609998
1066	12olki	19473	1271803.806	04/30/2024	214 days	2023-10-16	553234655.609998
1067	12olki	19473	1271803.806	04/30/2024	183 days	2023-10-16	553234655.609998
1068	12olki	19473	1271803.806	04/30/2024	153 days	2023-10-16	553234655.609998
1069	12olki	19473	1271803.806	04/30/2024	122 days	2023-10-16	553234655.609998
1070	12olki	19473	1271803.806	04/30/2024	92 days	2023-10-16	553234655.609998
1071	12olki	19473	1271803.806	04/30/2024	61 days	2023-10-16	553234655.609998
1072	12olki	19473	1271803.806	04/30/2024	30 days	2023-10-16	553234655.609998
1073	12olki	19473	1271803.806	04/30/2024	0 days	2023-10-16	553234655.609998
1074	12olki	19473	1271803.806	04/30/2024	-31 days	2023-10-16	553234655.609998
1075	12olki	19473	1271803.806	04/30/2024	-61 days	2023-10-16	553234655.609998
1076	12olki	19473	1271803.806	04/30/2024	-92 days	2023-10-16	553234655.609998
1077	12olki	19473	1271803.806	04/30/2024	-123 days	2023-10-16	553234655.609998
1078	12olki	19473	1271803.806	04/30/2024	-152 days	2023-10-16	553234655.609998
1079	12olki	19473	1271803.806	04/30/2024	-183 days	2023-10-16	553234655.609998
1080	12olki	19473	1271803.806	04/30/2024	914 days	2023-11-16	591388769.7899978
1081	12olki	19473	1271803.806	04/30/2024	883 days	2023-11-16	591388769.7899978
1082	12olki	19473	1271803.806	04/30/2024	853 days	2023-11-16	591388769.7899978
1083	12olki	19473	1271803.806	04/30/2024	822 days	2023-11-16	591388769.7899978
1084	12olki	19473	1271803.806	04/30/2024	791 days	2023-11-16	591388769.7899978
1085	12olki	19473	1271803.806	04/30/2024	761 days	2023-11-16	591388769.7899978
1086	12olki	19473	1271803.806	04/30/2024	730 days	2023-11-16	591388769.7899978
1087	12olki	19473	1271803.806	04/30/2024	700 days	2023-11-16	591388769.7899978
1088	12olki	19473	1271803.806	04/30/2024	669 days	2023-11-16	591388769.7899978
1089	12olki	19473	1271803.806	04/30/2024	638 days	2023-11-16	591388769.7899978
1090	12olki	19473	1271803.806	04/30/2024	610 days	2023-11-16	591388769.7899978
1091	12olki	19473	1271803.806	04/30/2024	579 days	2023-11-16	591388769.7899978
1092	12olki	19473	1271803.806	04/30/2024	549 days	2023-11-16	591388769.7899978
1093	12olki	19473	1271803.806	04/30/2024	518 days	2023-11-16	591388769.7899978
1094	12olki	19473	1271803.806	04/30/2024	488 days	2023-11-16	591388769.7899978
1095	12olki	19473	1271803.806	04/30/2024	457 days	2023-11-16	591388769.7899978
1096	12olki	19473	1271803.806	04/30/2024	426 days	2023-11-16	591388769.7899978
1097	12olki	19473	1271803.806	04/30/2024	396 days	2023-11-16	591388769.7899978
1098	12olki	19473	1271803.806	04/30/2024	365 days	2023-11-16	591388769.7899978
1099	12olki	19473	1271803.806	04/30/2024	335 days	2023-11-16	591388769.7899978
1100	12olki	19473	1271803.806	04/30/2024	304 days	2023-11-16	591388769.7899978
1101	12olki	19473	1271803.806	04/30/2024	273 days	2023-11-16	591388769.7899978
1102	12olki	19473	1271803.806	04/30/2024	245 days	2023-11-16	591388769.7899978
1103	12olki	19473	1271803.806	04/30/2024	214 days	2023-11-16	591388769.7899978
1104	12olki	19473	1271803.806	04/30/2024	184 days	2023-11-16	591388769.7899978
1105	12olki	19473	1271803.806	04/30/2024	153 days	2023-11-16	591388769.7899978
1106	12olki	19473	1271803.806	04/30/2024	123 days	2023-11-16	591388769.7899978
1107	12olki	19473	1271803.806	04/30/2024	92 days	2023-11-16	591388769.7899978
1108	12olki	19473	1271803.806	04/30/2024	61 days	2023-11-16	591388769.7899978
1109	12olki	19473	1271803.806	04/30/2024	31 days	2023-11-16	591388769.7899978
1110	12olki	19473	1271803.806	04/30/2024	0 days	2023-11-16	591388769.7899978
1111	12olki	19473	1271803.806	04/30/2024	-30 days	2023-11-16	591388769.7899978
1112	12olki	19473	1271803.806	04/30/2024	-61 days	2023-11-16	591388769.7899978
1113	12olki	19473	1271803.806	04/30/2024	-92 days	2023-11-16	591388769.7899978
1114	12olki	19473	1271803.806	04/30/2024	-121 days	2023-11-16	591388769.7899978
1115	12olki	19473	1271803.806	04/30/2024	-152 days	2023-11-16	591388769.7899978
1116	12olki	19473	1271803.806	04/30/2024	944 days	2023-12-16	630814687.7759976
1117	12olki	19473	1271803.806	04/30/2024	913 days	2023-12-16	630814687.7759976
1118	12olki	19473	1271803.806	04/30/2024	883 days	2023-12-16	630814687.7759976
1119	12olki	19473	1271803.806	04/30/2024	852 days	2023-12-16	630814687.7759976
1120	12olki	19473	1271803.806	04/30/2024	821 days	2023-12-16	630814687.7759976
1121	12olki	19473	1271803.806	04/30/2024	791 days	2023-12-16	630814687.7759976
1122	12olki	19473	1271803.806	04/30/2024	760 days	2023-12-16	630814687.7759976
1123	12olki	19473	1271803.806	04/30/2024	730 days	2023-12-16	630814687.7759976
1124	12olki	19473	1271803.806	04/30/2024	699 days	2023-12-16	630814687.7759976
1125	12olki	19473	1271803.806	04/30/2024	668 days	2023-12-16	630814687.7759976
1126	12olki	19473	1271803.806	04/30/2024	640 days	2023-12-16	630814687.7759976
1127	12olki	19473	1271803.806	04/30/2024	609 days	2023-12-16	630814687.7759976
1128	12olki	19473	1271803.806	04/30/2024	579 days	2023-12-16	630814687.7759976
1129	12olki	19473	1271803.806	04/30/2024	548 days	2023-12-16	630814687.7759976
1130	12olki	19473	1271803.806	04/30/2024	518 days	2023-12-16	630814687.7759976
1131	12olki	19473	1271803.806	04/30/2024	487 days	2023-12-16	630814687.7759976
1132	12olki	19473	1271803.806	04/30/2024	456 days	2023-12-16	630814687.7759976
1133	12olki	19473	1271803.806	04/30/2024	426 days	2023-12-16	630814687.7759976
1134	12olki	19473	1271803.806	04/30/2024	395 days	2023-12-16	630814687.7759976
1135	12olki	19473	1271803.806	04/30/2024	365 days	2023-12-16	630814687.7759976
1136	12olki	19473	1271803.806	04/30/2024	334 days	2023-12-16	630814687.7759976
1137	12olki	19473	1271803.806	04/30/2024	303 days	2023-12-16	630814687.7759976
1138	12olki	19473	1271803.806	04/30/2024	275 days	2023-12-16	630814687.7759976
1139	12olki	19473	1271803.806	04/30/2024	244 days	2023-12-16	630814687.7759976
1140	12olki	19473	1271803.806	04/30/2024	214 days	2023-12-16	630814687.7759976
1141	12olki	19473	1271803.806	04/30/2024	183 days	2023-12-16	630814687.7759976
1142	12olki	19473	1271803.806	04/30/2024	153 days	2023-12-16	630814687.7759976
1143	12olki	19473	1271803.806	04/30/2024	122 days	2023-12-16	630814687.7759976
1144	12olki	19473	1271803.806	04/30/2024	91 days	2023-12-16	630814687.7759976
1145	12olki	19473	1271803.806	04/30/2024	61 days	2023-12-16	630814687.7759976
1146	12olki	19473	1271803.806	04/30/2024	30 days	2023-12-16	630814687.7759976
1147	12olki	19473	1271803.806	04/30/2024	0 days	2023-12-16	630814687.7759976
1148	12olki	19473	1271803.806	04/30/2024	-31 days	2023-12-16	630814687.7759976
1149	12olki	19473	1271803.806	04/30/2024	-62 days	2023-12-16	630814687.7759976
1150	12olki	19473	1271803.806	04/30/2024	-91 days	2023-12-16	630814687.7759976
1151	12olki	19473	1271803.806	04/30/2024	-122 days	2023-12-16	630814687.7759976
1152	12olki	19473	1271803.806	04/30/2024	457 days	2024-01-16	671512409.5679975
1153	12olki	19473	1271803.806	04/30/2024	975 days	2024-01-16	671512409.5679975
1154	12olki	19473	1271803.806	04/30/2024	944 days	2024-01-16	671512409.5679975
1155	12olki	19473	1271803.806	04/30/2024	914 days	2024-01-16	671512409.5679975
1156	12olki	19473	1271803.806	04/30/2024	883 days	2024-01-16	671512409.5679975
1157	12olki	19473	1271803.806	04/30/2024	852 days	2024-01-16	671512409.5679975
1158	12olki	19473	1271803.806	04/30/2024	822 days	2024-01-16	671512409.5679975
1159	12olki	19473	1271803.806	04/30/2024	791 days	2024-01-16	671512409.5679975
1160	12olki	19473	1271803.806	04/30/2024	761 days	2024-01-16	671512409.5679975
1161	12olki	19473	1271803.806	04/30/2024	730 days	2024-01-16	671512409.5679975
1162	12olki	19473	1271803.806	04/30/2024	699 days	2024-01-16	671512409.5679975
1163	12olki	19473	1271803.806	04/30/2024	671 days	2024-01-16	671512409.5679975
1164	12olki	19473	1271803.806	04/30/2024	640 days	2024-01-16	671512409.5679975
1165	12olki	19473	1271803.806	04/30/2024	610 days	2024-01-16	671512409.5679975
1166	12olki	19473	1271803.806	04/30/2024	579 days	2024-01-16	671512409.5679975
1167	12olki	19473	1271803.806	04/30/2024	549 days	2024-01-16	671512409.5679975
1168	12olki	19473	1271803.806	04/30/2024	518 days	2024-01-16	671512409.5679975
1169	12olki	19473	1271803.806	04/30/2024	487 days	2024-01-16	671512409.5679975
1170	12olki	19473	1271803.806	04/30/2024	426 days	2024-01-16	671512409.5679975
1171	12olki	19473	1271803.806	04/30/2024	396 days	2024-01-16	671512409.5679975
1172	12olki	19473	1271803.806	04/30/2024	365 days	2024-01-16	671512409.5679975
1173	12olki	19473	1271803.806	04/30/2024	334 days	2024-01-16	671512409.5679975
1174	12olki	19473	1271803.806	04/30/2024	306 days	2024-01-16	671512409.5679975
1175	12olki	19473	1271803.806	04/30/2024	275 days	2024-01-16	671512409.5679975
1176	12olki	19473	1271803.806	04/30/2024	245 days	2024-01-16	671512409.5679975
1177	12olki	19473	1271803.806	04/30/2024	214 days	2024-01-16	671512409.5679975
1178	12olki	19473	1271803.806	04/30/2024	184 days	2024-01-16	671512409.5679975
1179	12olki	19473	1271803.806	04/30/2024	153 days	2024-01-16	671512409.5679975
1180	12olki	19473	1271803.806	04/30/2024	122 days	2024-01-16	671512409.5679975
1181	12olki	19473	1271803.806	04/30/2024	92 days	2024-01-16	671512409.5679975
1182	12olki	19473	1271803.806	04/30/2024	61 days	2024-01-16	671512409.5679975
1183	12olki	19473	1271803.806	04/30/2024	31 days	2024-01-16	671512409.5679975
1184	12olki	19473	1271803.806	04/30/2024	0 days	2024-01-16	671512409.5679975
1185	12olki	19473	1271803.806	04/30/2024	-31 days	2024-01-16	671512409.5679975
1186	12olki	19473	1271803.806	04/30/2024	-60 days	2024-01-16	671512409.5679975
1187	12olki	19473	1271803.806	04/30/2024	-91 days	2024-01-16	671512409.5679975
1188	12olki	19473	1271803.806	04/30/2024	488 days	2024-02-16	713481935.1659973
1189	12olki	19473	1271803.806	04/30/2024	1006 days	2024-02-16	713481935.1659973
1190	12olki	19473	1271803.806	04/30/2024	975 days	2024-02-16	713481935.1659973
1191	12olki	19473	1271803.806	04/30/2024	945 days	2024-02-16	713481935.1659973
1192	12olki	19473	1271803.806	04/30/2024	914 days	2024-02-16	713481935.1659973
1193	12olki	19473	1271803.806	04/30/2024	883 days	2024-02-16	713481935.1659973
1194	12olki	19473	1271803.806	04/30/2024	853 days	2024-02-16	713481935.1659973
1195	12olki	19473	1271803.806	04/30/2024	822 days	2024-02-16	713481935.1659973
1196	12olki	19473	1271803.806	04/30/2024	792 days	2024-02-16	713481935.1659973
1197	12olki	19473	1271803.806	04/30/2024	761 days	2024-02-16	713481935.1659973
1198	12olki	19473	1271803.806	04/30/2024	730 days	2024-02-16	713481935.1659973
1199	12olki	19473	1271803.806	04/30/2024	702 days	2024-02-16	713481935.1659973
1200	12olki	19473	1271803.806	04/30/2024	671 days	2024-02-16	713481935.1659973
1201	12olki	19473	1271803.806	04/30/2024	641 days	2024-02-16	713481935.1659973
1202	12olki	19473	1271803.806	04/30/2024	610 days	2024-02-16	713481935.1659973
1203	12olki	19473	1271803.806	04/30/2024	580 days	2024-02-16	713481935.1659973
1204	12olki	19473	1271803.806	04/30/2024	549 days	2024-02-16	713481935.1659973
1205	12olki	19473	1271803.806	04/30/2024	518 days	2024-02-16	713481935.1659973
1206	12olki	19473	1271803.806	04/30/2024	457 days	2024-02-16	713481935.1659973
1207	12olki	19473	1271803.806	04/30/2024	427 days	2024-02-16	713481935.1659973
1208	12olki	19473	1271803.806	04/30/2024	396 days	2024-02-16	713481935.1659973
1209	12olki	19473	1271803.806	04/30/2024	365 days	2024-02-16	713481935.1659973
1210	12olki	19473	1271803.806	04/30/2024	337 days	2024-02-16	713481935.1659973
1211	12olki	19473	1271803.806	04/30/2024	306 days	2024-02-16	713481935.1659973
1212	12olki	19473	1271803.806	04/30/2024	276 days	2024-02-16	713481935.1659973
1213	12olki	19473	1271803.806	04/30/2024	245 days	2024-02-16	713481935.1659973
1214	12olki	19473	1271803.806	04/30/2024	215 days	2024-02-16	713481935.1659973
1215	12olki	19473	1271803.806	04/30/2024	184 days	2024-02-16	713481935.1659973
1216	12olki	19473	1271803.806	04/30/2024	153 days	2024-02-16	713481935.1659973
1217	12olki	19473	1271803.806	04/30/2024	123 days	2024-02-16	713481935.1659973
1218	12olki	19473	1271803.806	04/30/2024	92 days	2024-02-16	713481935.1659973
1219	12olki	19473	1271803.806	04/30/2024	62 days	2024-02-16	713481935.1659973
1220	12olki	19473	1271803.806	04/30/2024	31 days	2024-02-16	713481935.1659973
1221	12olki	19473	1271803.806	04/30/2024	0 days	2024-02-16	713481935.1659973
1222	12olki	19473	1271803.806	04/30/2024	-29 days	2024-02-16	713481935.1659973
1223	12olki	19473	1271803.806	04/30/2024	-60 days	2024-02-16	713481935.1659973
1224	12olki	19473	1271803.806	04/30/2024	0 days	2024-03-16	756723264.5699971
1225	12olki	19473	1271803.806	04/30/2024	1035 days	2024-03-16	756723264.5699971
1226	12olki	19473	1271803.806	04/30/2024	1004 days	2024-03-16	756723264.5699971
1227	12olki	19473	1271803.806	04/30/2024	974 days	2024-03-16	756723264.5699971
1228	12olki	19473	1271803.806	04/30/2024	943 days	2024-03-16	756723264.5699971
1229	12olki	19473	1271803.806	04/30/2024	912 days	2024-03-16	756723264.5699971
1230	12olki	19473	1271803.806	04/30/2024	882 days	2024-03-16	756723264.5699971
1231	12olki	19473	1271803.806	04/30/2024	851 days	2024-03-16	756723264.5699971
1232	12olki	19473	1271803.806	04/30/2024	821 days	2024-03-16	756723264.5699971
1233	12olki	19473	1271803.806	04/30/2024	790 days	2024-03-16	756723264.5699971
1234	12olki	19473	1271803.806	04/30/2024	759 days	2024-03-16	756723264.5699971
1235	12olki	19473	1271803.806	04/30/2024	731 days	2024-03-16	756723264.5699971
1236	12olki	19473	1271803.806	04/30/2024	700 days	2024-03-16	756723264.5699971
1237	12olki	19473	1271803.806	04/30/2024	670 days	2024-03-16	756723264.5699971
1238	12olki	19473	1271803.806	04/30/2024	639 days	2024-03-16	756723264.5699971
1239	12olki	19473	1271803.806	04/30/2024	609 days	2024-03-16	756723264.5699971
1240	12olki	19473	1271803.806	04/30/2024	578 days	2024-03-16	756723264.5699971
1241	12olki	19473	1271803.806	04/30/2024	547 days	2024-03-16	756723264.5699971
1242	12olki	19473	1271803.806	04/30/2024	-31 days	2024-03-16	756723264.5699971
1243	12olki	19473	1271803.806	04/30/2024	517 days	2024-03-16	756723264.5699971
1244	12olki	19473	1271803.806	04/30/2024	486 days	2024-03-16	756723264.5699971
1245	12olki	19473	1271803.806	04/30/2024	456 days	2024-03-16	756723264.5699971
1246	12olki	19473	1271803.806	04/30/2024	425 days	2024-03-16	756723264.5699971
1247	12olki	19473	1271803.806	04/30/2024	394 days	2024-03-16	756723264.5699971
1248	12olki	19473	1271803.806	04/30/2024	366 days	2024-03-16	756723264.5699971
1249	12olki	19473	1271803.806	04/30/2024	335 days	2024-03-16	756723264.5699971
1250	12olki	19473	1271803.806	04/30/2024	305 days	2024-03-16	756723264.5699971
1251	12olki	19473	1271803.806	04/30/2024	274 days	2024-03-16	756723264.5699971
1252	12olki	19473	1271803.806	04/30/2024	244 days	2024-03-16	756723264.5699971
1253	12olki	19473	1271803.806	04/30/2024	213 days	2024-03-16	756723264.5699971
1254	12olki	19473	1271803.806	04/30/2024	182 days	2024-03-16	756723264.5699971
1255	12olki	19473	1271803.806	04/30/2024	152 days	2024-03-16	756723264.5699971
1256	12olki	19473	1271803.806	04/30/2024	121 days	2024-03-16	756723264.5699971
1257	12olki	19473	1271803.806	04/30/2024	91 days	2024-03-16	756723264.5699971
1258	12olki	19473	1271803.806	04/30/2024	60 days	2024-03-16	756723264.5699971
1259	12olki	19473	1271803.806	04/30/2024	29 days	2024-03-16	756723264.5699971
1260	12olki	19473	1271803.806	04/30/2024	305 days	2024-04-16	801236397.7799969
1261	12olki	19473	1271803.806	04/30/2024	0 days	2024-04-16	801236397.7799969
1262	12olki	19473	1271803.806	04/30/2024	31 days	2024-04-16	801236397.7799969
1263	12olki	19473	1271803.806	04/30/2024	60 days	2024-04-16	801236397.7799969
1264	12olki	19473	1271803.806	04/30/2024	91 days	2024-04-16	801236397.7799969
1265	12olki	19473	1271803.806	04/30/2024	122 days	2024-04-16	801236397.7799969
1266	12olki	19473	1271803.806	04/30/2024	152 days	2024-04-16	801236397.7799969
1267	12olki	19473	1271803.806	04/30/2024	183 days	2024-04-16	801236397.7799969
1268	12olki	19473	1271803.806	04/30/2024	213 days	2024-04-16	801236397.7799969
1269	12olki	19473	1271803.806	04/30/2024	244 days	2024-04-16	801236397.7799969
1270	12olki	19473	1271803.806	04/30/2024	275 days	2024-04-16	801236397.7799969
1271	12olki	19473	1271803.806	04/30/2024	336 days	2024-04-16	801236397.7799969
1272	12olki	19473	1271803.806	04/30/2024	366 days	2024-04-16	801236397.7799969
1273	12olki	19473	1271803.806	04/30/2024	397 days	2024-04-16	801236397.7799969
1274	12olki	19473	1271803.806	04/30/2024	425 days	2024-04-16	801236397.7799969
1275	12olki	19473	1271803.806	04/30/2024	456 days	2024-04-16	801236397.7799969
1276	12olki	19473	1271803.806	04/30/2024	487 days	2024-04-16	801236397.7799969
1277	12olki	19473	1271803.806	04/30/2024	517 days	2024-04-16	801236397.7799969
1278	12olki	19473	1271803.806	04/30/2024	548 days	2024-04-16	801236397.7799969
1279	12olki	19473	1271803.806	04/30/2024	578 days	2024-04-16	801236397.7799969
1280	12olki	19473	1271803.806	04/30/2024	609 days	2024-04-16	801236397.7799969
1281	12olki	19473	1271803.806	04/30/2024	640 days	2024-04-16	801236397.7799969
1282	12olki	19473	1271803.806	04/30/2024	670 days	2024-04-16	801236397.7799969
1283	12olki	19473	1271803.806	04/30/2024	701 days	2024-04-16	801236397.7799969
1284	12olki	19473	1271803.806	04/30/2024	731 days	2024-04-16	801236397.7799969
1285	12olki	19473	1271803.806	04/30/2024	762 days	2024-04-16	801236397.7799969
1286	12olki	19473	1271803.806	04/30/2024	790 days	2024-04-16	801236397.7799969
1287	12olki	19473	1271803.806	04/30/2024	821 days	2024-04-16	801236397.7799969
1288	12olki	19473	1271803.806	04/30/2024	852 days	2024-04-16	801236397.7799969
1289	12olki	19473	1271803.806	04/30/2024	882 days	2024-04-16	801236397.7799969
1290	12olki	19473	1271803.806	04/30/2024	913 days	2024-04-16	801236397.7799969
1291	12olki	19473	1271803.806	04/30/2024	943 days	2024-04-16	801236397.7799969
1292	12olki	19473	1271803.806	04/30/2024	974 days	2024-04-16	801236397.7799969
1293	12olki	19473	1271803.806	04/30/2024	1005 days	2024-04-16	801236397.7799969
1294	12olki	19473	1271803.806	04/30/2024	1035 days	2024-04-16	801236397.7799969
1295	12olki	19473	1271803.806	04/30/2024	1066 days	2024-04-16	801236397.7799969
1296	12olki	19473	100790.3333	01/31/2022	-88 days	2021-03-31	403161.3332
1297	12olki	19473	100790.3333	01/31/2022	-302 days	2021-03-31	403161.3332
1298	12olki	19473	100790.3333	01/31/2022	-27 days	2021-03-31	403161.3332
1299	12olki	19473	100790.3333	01/31/2022	4 days	2021-03-31	403161.3332
1300	12olki	19473	100790.3333	01/31/2022	32 days	2021-03-31	403161.3332
1301	12olki	19473	100790.3333	01/31/2022	-302 days	2021-03-31	403161.3332
1302	12olki	19473	100790.3333	01/31/2022	-271 days	2021-03-31	403161.3332
1303	12olki	19473	100790.3333	01/31/2022	-241 days	2021-03-31	403161.3332
1304	12olki	19473	100790.3333	01/31/2022	-210 days	2021-03-31	403161.3332
1305	12olki	19473	100790.3333	01/31/2022	-180 days	2021-03-31	403161.3332
1306	12olki	19473	100790.3333	01/31/2022	-149 days	2021-03-31	403161.3332
1307	12olki	19473	100790.3333	01/31/2022	-118 days	2021-03-31	403161.3332
1308	12olki	19473	100790.3333	01/31/2022	32 days	2021-03-31	403161.3332
1309	12olki	19473	100790.3333	01/31/2022	-57 days	2021-03-31	403161.3332
1310	12olki	19473	100790.3333	01/31/2022	4 days	2021-03-31	403161.3332
1311	12olki	19473	100790.3333	01/31/2022	-27 days	2021-03-31	403161.3332
1312	12olki	19473	100790.3333	01/31/2022	-271 days	2021-03-31	403161.3332
1313	12olki	19473	100790.3333	01/31/2022	-241 days	2021-03-31	403161.3332
1314	12olki	19473	100790.3333	01/31/2022	-210 days	2021-03-31	403161.3332
1315	12olki	19473	100790.3333	01/31/2022	-180 days	2021-03-31	403161.3332
1316	12olki	19473	100790.3333	01/31/2022	-149 days	2021-03-31	403161.3332
1317	12olki	19473	100790.3333	01/31/2022	-118 days	2021-03-31	403161.3332
1318	12olki	19473	100790.3333	01/31/2022	-88 days	2021-03-31	403161.3332
1319	12olki	19473	100790.3333	01/31/2022	-57 days	2021-03-31	403161.3332
1320	12olki	19473	100790.3333	01/31/2022	31 days	2021-04-27	604741.9998
1321	12olki	19473	100790.3333	01/31/2022	0 days	2021-04-27	604741.9998
1322	12olki	19473	100790.3333	01/31/2022	-30 days	2021-04-27	604741.9998
1323	12olki	19473	100790.3333	01/31/2022	-61 days	2021-04-27	604741.9998
1324	12olki	19473	100790.3333	01/31/2022	-91 days	2021-04-27	604741.9998
1325	12olki	19473	100790.3333	01/31/2022	-122 days	2021-04-27	604741.9998
1326	12olki	19473	100790.3333	01/31/2022	-153 days	2021-04-27	604741.9998
1327	12olki	19473	100790.3333	01/31/2022	-183 days	2021-04-27	604741.9998
1328	12olki	19473	100790.3333	01/31/2022	-214 days	2021-04-27	604741.9998
1329	12olki	19473	100790.3333	01/31/2022	-244 days	2021-04-27	604741.9998
1330	12olki	19473	100790.3333	01/31/2022	59 days	2021-04-27	604741.9998
1331	12olki	19473	100790.3333	01/31/2022	-275 days	2021-04-27	604741.9998
1332	12olki	19473	100790.3333	01/31/2022	-61 days	2021-05-27	907112.9997
1333	12olki	19473	100790.3333	01/31/2022	-245 days	2021-05-27	907112.9997
1334	12olki	19473	100790.3333	01/31/2022	-214 days	2021-05-27	907112.9997
1335	12olki	19473	100790.3333	01/31/2022	-184 days	2021-05-27	907112.9997
1336	12olki	19473	100790.3333	01/31/2022	-153 days	2021-05-27	907112.9997
1337	12olki	19473	100790.3333	01/31/2022	-123 days	2021-05-27	907112.9997
1338	12olki	19473	100790.3333	01/31/2022	-92 days	2021-05-27	907112.9997
1339	12olki	19473	100790.3333	01/31/2022	-31 days	2021-05-27	907112.9997
1340	12olki	19473	100790.3333	01/31/2022	0 days	2021-05-27	907112.9997
1341	12olki	19473	100790.3333	01/31/2022	30 days	2021-05-27	907112.9997
1342	12olki	19473	100790.3333	01/31/2022	61 days	2021-05-27	907112.9997
1343	12olki	19473	100790.3333	01/31/2022	89 days	2021-05-27	907112.9997
1344	12olki	19473	100790.3333	01/31/2022	92 days	2021-06-27	1310274.3329000003
1345	12olki	19473	100790.3333	01/31/2022	120 days	2021-06-27	1310274.3329000003
1346	12olki	19473	100790.3333	01/31/2022	-214 days	2021-06-27	1310274.3329000003
